item_id,date,rating,start_time,price
296920280762,2025-01-03,9,2025-01-03,2075.0
296920280762,2025-01-04,9,2025-01-03,3000.0
296920280762,2025-01-05,9,2025-01-03,3000.0
296920280762,2025-01-07,9,2025-01-03,3100.0
296920280762,2025-01-08,9,2025-01-03,3150.0
296920280762,2025-01-09,9,2025-01-03,3200.0
296923301785,2025-01-07,7,2025-01-05,3247.5
296923301785,2025-01-08,7,2025-01-05,3297.99
296923301785,2025-01-09,7,2025-01-05,3548.0
305978098813,2024-12-30,4,2024-12-16,3293.05
305978098813,2025-01-01,4,2024-12-16,3193.05
305978098813,2025-01-02,4,2024-12-16,3174.18
305978098813,2025-01-03,4,2024-12-16,3279.0
305978098813,2025-01-04,4,2024-12-16,3279.0
305978098813,2025-01-05,4,2024-12-16,3279.0
305978098813,2025-01-07,4,2024-12-16,3279.0
305978098813,2025-01-08,4,2024-12-16,3279.0
305978098813,2025-01-09,4,2024-12-16,3200.0
306013248315,2025-01-02,8,2025-01-01,7000.0
306013248315,2025-01-09,8,2025-01-01,6999.0
306022252293,2025-01-08,7,2025-01-08,2100.0
306022252293,2025-01-09,7,2025-01-08,4550.0
306026267983,2025-01-08,8,2025-01-08,305.0
306026267983,2025-01-09,8,2025-01-08,345.0
326374793281,2025-01-04,1,2024-12-17,2244.95
326374793281,2025-01-09,1,2024-12-17,2132.7
326392990242,2025-01-04,6,2025-01-04,3.25
326392990242,2025-01-05,6,2025-01-04,355.0
326392990242,2025-01-07,6,2025-01-04,425.0
326392990242,2025-01-08,6,2025-01-04,425.0
326392990242,2025-01-09,6,2025-01-04,560.0
326393160180,2025-01-04,5,2025-01-03,202.5
326393160180,2025-01-05,5,2025-01-03,207.5
326393160180,2025-01-07,5,2025-01-03,280.0
326393160180,2025-01-08,5,2025-01-03,280.0
326393160180,2025-01-09,5,2025-01-03,320.0
335748218116,2025-01-03,7,2025-01-03,255.0
335748218116,2025-01-04,7,2025-01-03,525.23
335748218116,2025-01-05,7,2025-01-03,525.23
335748218116,2025-01-07,7,2025-01-03,595.0
335748218116,2025-01-08,7,2025-01-03,595.0
335748218116,2025-01-09,7,2025-01-03,625.0
335756000263,2025-01-08,7,2025-01-06,3050.0
335756000263,2025-01-09,7,2025-01-06,3197.0
355385072977,2025-01-05,8,2024-01-16,2699.99
355385072977,2025-01-09,8,2024-01-16,2999.99
356402847881,2024-12-28,8,2024-12-23,12000.0
356402847881,2025-01-09,8,2024-12-23,11500.0
356416932871,2025-01-01,4,2024-12-29,622.97
356416932871,2025-01-02,4,2024-12-29,591.82
356416932871,2025-01-03,4,2024-12-29,591.82
356416932871,2025-01-04,4,2024-12-29,591.82
356416932871,2025-01-05,4,2024-12-29,622.97
356416932871,2025-01-07,4,2024-12-29,662.97
356416932871,2025-01-08,4,2024-12-29,662.97
356416932871,2025-01-09,4,2024-12-29,610.82
365320038801,2025-01-02,9,2025-01-02,5100.0
365320038801,2025-01-03,9,2025-01-02,5500.0
365320038801,2025-01-04,9,2025-01-02,5813.0
365320038801,2025-01-05,9,2025-01-02,6413.0
365320038801,2025-01-07,9,2025-01-02,8300.0
365320038801,2025-01-08,9,2025-01-02,8800.0
365320038801,2025-01-09,9,2025-01-02,9000.0
365322750177,2025-01-04,9,2025-01-04,80.0
365322750177,2025-01-09,9,2025-01-04,60.0
365329194700,2025-01-08,9,2025-01-08,12400.0
365329194700,2025-01-09,9,2025-01-08,15800.0
375785018290,2024-12-30,8,2024-11-12,5549.99
375785018290,2025-01-09,8,2024-11-12,5649.99
375905280997,2025-01-07,5,2025-01-06,270.0
375905280997,2025-01-08,5,2025-01-06,305.0
375905280997,2025-01-09,5,2025-01-06,335.0
375908224123,2025-01-07,8,2025-01-07,2114.0
375908224123,2025-01-08,8,2025-01-07,4347.99
375908224123,2025-01-09,8,2025-01-07,5750.0
375908252860,2025-01-07,8,2025-01-07,600.0
375908252860,2025-01-08,8,2025-01-07,837.0
375908252860,2025-01-09,8,2025-01-07,907.0
375908259121,2025-01-07,8,2025-01-07,475.0
375908259121,2025-01-08,8,2025-01-07,737.0
375908259121,2025-01-09,8,2025-01-07,1078.0
375908686298,2025-01-07,7,2025-01-07,760.0
375908686298,2025-01-08,7,2025-01-07,1336.0
375908686298,2025-01-09,7,2025-01-07,1561.0
387715903241,2025-01-07,10,2024-12-11,349.99
387715903241,2025-01-09,10,2024-12-11,339.99
387787594892,2025-01-05,7,2025-01-02,3500.0
387787594892,2025-01-07,7,2025-01-02,3550.0
387787594892,2025-01-08,7,2025-01-02,3800.0
387787594892,2025-01-09,7,2025-01-02,4025.0
387793651891,2025-01-05,8,2025-01-05,203.73
387793651891,2025-01-07,8,2025-01-05,538.89
387793651891,2025-01-08,8,2025-01-05,538.89
387793651891,2025-01-09,8,2025-01-05,619.0
387798724284,2025-01-07,8,2025-01-07,1000.0
387798724284,2025-01-08,8,2025-01-07,3550.0
387798724284,2025-01-09,8,2025-01-07,5600.0
387798944776,2025-01-08,9,2025-01-06,3999.95
387798944776,2025-01-09,9,2025-01-06,4699.95
387801318801,2025-01-08,6,2025-01-08,740.0
387801318801,2025-01-09,6,2025-01-08,2174.0
405143655886,2025-01-08,8,2024-08-03,6000.0
405143655886,2025-01-09,8,2024-08-03,8000.0
